Shipper,Origin Subdistrict,Origin City,Destination Subdistrict,Destination City,Transporter Pricing,Status,Shipment Type,Distance
SHP-0038,Pandaan,Pasuruan,Kudus Kota,Kudus,"4,484,000",completed,w2w,351
SHP-0066,Rembang,Pasuruan,Karawang Barat,Karawang,"5,923,200",completed,w2w,765.911
SHP-0022,Prigen,Pasuruan,Penjaringan,Jakarta Utara,"7,337,900",completed,w2w,828
SHP-0002,Gempol,Pasuruan,Gresik,Gresik,"1,495,300",completed,w2w,63.405
SHP-0027,Mojosari,Mojokerto,Cikarang Barat,Bekasi,"6,720,100",completed,w2w,722
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,617,700",completed,w2w,76
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,119,300",completed,w2w,764
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"4,814,500",completed,w2w,764
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,109,200",completed,w2w,764
SHP-0038,Pandaan,Pasuruan,Kudus Kota,Kudus,"4,485,500",completed,w2w,351
SHP-0005,Kelapa Gading,Jakarta Utara,Buduran,Sidoarjo,"7,000,400",completed,w2w,787
SHP-0022,Prigen,Pasuruan,Karawaci,Tangerang,"6,350,300",completed,w2w,845
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,035,900",completed,w2w,445
SHP-0063,Tarumajaya,Bekasi,Ngaliyan,Semarang,"4,588,100",completed,w2w,436
SHP-0018,Polanharjo,Klaten,Asemrowo,Surabaya,"4,124,300",completed,w2w,287.545
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"4,829,200",completed,w2w,764
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"7,259,300",completed,w2w,812
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,741,000",completed,w2w,76
SHP-0038,Peterongan,Jombang,Batuceper,Tangerang,"6,382,700",completed,w2w,735
SHP-0067,Cidahu,Sukabumi,Tunjungan,Blora,"6,177,800",completed,w2w,630.194
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,063,300",completed,w2w,445
SHP-0017,Cikarang Utara,Bekasi,Gayamsari,Semarang,"4,891,000",completed,w2w,414
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,637,200",completed,mt,64
SHP-0038,Peterongan,Jombang,Sokaraja,Banyumas,"4,863,700",completed,w2w,482
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"497,900",completed,mt,0
SHP-0017,Cikarang Utara,Bekasi,Depok,Sleman,"5,522,700",completed,w2w,526
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,659,700",completed,w2w,549
SHP-0021,Polanharjo,Klaten,Bekasi Timur,Bekasi,"5,391,600",completed,w2w,499.357
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"7,124,200",completed,w2w,794
SHP-0021,Polanharjo,Klaten,Cimanggis,Depok,"5,581,100",completed,w2w,529.653
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"434,900",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"1,268,300",completed,mt,13
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"503,500",completed,mt,0
SHP-0033,Demak,Demak,Bungursari,Purwakarta,"4,017,300",completed,w2w,393
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"497,100",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"520,900",completed,mt,0
SHP-0018,Polanharjo,Klaten,Asemrowo,Surabaya,"3,495,000",completed,w2w,287.545
SHP-0029,Asemrowo,Surabaya,Duduk Sampeyan,Gresik,"1,116,400",completed,w2w,26
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"442,600",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"493,200",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,621,200",completed,mt,64
SHP-0009,Ngadirojo,Wonogiri,Pasar Kemis,Tangerang,"5,239,100",completed,w2w,630.342
SHP-0025,Rungkut,Surabaya,Sukaraja,Sukabumi,"7,391,600",completed,w2w,834
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"5,742,000",completed,w2w,556
SHP-0022,Tarumajaya,Bekasi,Karawaci,Tangerang,"2,175,548",completed,gt,63
SHP-0023,Klari,Karawang,Waru,Sidoarjo,"6,649,500",completed,gt,714
SHP-0003,Klari,Karawang,Cakung,Jakarta Timur,"2,651,600",completed,gt,67
SHP-0003,Klari,Karawang,Cakung,Jakarta Timur,"1,881,850",completed,gt,67
SHP-0015,Cilincing,Jakarta Utara,Pademangan,Jakarta Utara,"912,500",completed,mt,17
SHP-0027,Rungkut,Surabaya,Cikupa,Tangerang,"6,869,500",completed,w2w,820
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,624,500",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,093,100",completed,w2w,694
SHP-0009,Ngaliyan,Semarang,Karawaci,Tangerang,"5,156,200",completed,w2w,458
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,101,500",completed,w2w,694
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,089,400",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,748,700",completed,w2w,76
SHP-0031,Babakan Madang,Bogor,Rungkut,Surabaya,"7,273,000",completed,w2w,817
SHP-0031,Babakan Madang,Bogor,Manyar,Gresik,"7,439,900",completed,w2w,839
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"4,703,400",completed,w2w,764
SHP-0009,Ngadirojo,Wonogiri,Pasar Kemis,Tangerang,"6,183,100",completed,w2w,630.342
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,026,000",completed,w2w,764
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,182,600",completed,w2w,814
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,629,700",completed,w2w,76
SHP-0018,Polanharjo,Klaten,Balaraja,Tangerang,"5,778,400",completed,w2w,567.302
SHP-0018,Polanharjo,Klaten,Balaraja,Tangerang,"5,773,600",completed,w2w,567.302
SHP-0051,Telukjambe Timur,Karawang,Taman,Sidoarjo,"6,721,300",completed,w2w,724
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"6,177,400",completed,w2w,812
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,040,000",completed,w2w,445
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,825,400",completed,w2w,814
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,828,200",completed,w2w,814
SHP-0017,Cikarang Utara,Bekasi,Serengan,Surakarta,"9,134,700",completed,w2w,498.398
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"4,811,900",completed,w2w,764
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"4,692,800",completed,w2w,764
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,044,800",completed,w2w,445
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,761,600",completed,w2w,76
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,746,600",completed,w2w,76
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,777,000",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,110,400",completed,w2w,694
SHP-0022,Prigen,Pasuruan,Cikande,Serang,"6,497,500",completed,w2w,877
SHP-0007,Margorejo,Pati,Leuwiliang,Bogor,"5,799,800",completed,w2w,569
SHP-0018,Polanharjo,Klaten,Balaraja,Tangerang,"5,812,900",completed,w2w,567.302
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,077,200",completed,w2w,445
SHP-0009,Driyorejo,Gresik,Benda,Tangerang,"7,104,000",completed,w2w,788
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,519,900",completed,w2w,694
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,079,800",completed,w2w,445
SHP-0022,Tarumajaya,Bekasi,Rawalumbu,Bekasi,"2,858,000",completed,gt,23
SHP-0022,Cikande,Serang,Regol,Bandung,"3,239,700",completed,gt,216
SHP-0002,Bawen,Semarang,Cikarang Barat,Bekasi,"5,044,800",completed,w2w,442
SHP-0002,Cimanggung,Sumedang,Bawen,Semarang,"4,019,400",completed,w2w,390
SHP-0003,Klari,Karawang,Sleman,Sleman,"5,277,200",completed,gt,481
SHP-0003,Klari,Karawang,Tulungagung,Tulungagung,"6,470,100",completed,gt,682
SHP-0003,Klari,Karawang,Ciamis,Ciamis,"3,169,700",completed,gt,205
SHP-0003,Klari,Karawang,Magelang Selatan,Magelang,"5,098,400",completed,gt,451
SHP-0003,Klari,Karawang,Kebakkramat,Karanganyar,"5,248,600",completed,gt,480
SHP-0003,Klari,Karawang,Palasah,Majalengka,"3,140,100",completed,gt,131
SHP-0003,Klari,Karawang,Tandes,Surabaya,"6,711,500",completed,gt,721
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,122,600",completed,w2w,694
SHP-0038,Peterongan,Jombang,Bogor Utara,Bogor,"5,810,300",completed,w2w,740
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,498,100",completed,w2w,694
SHP-0038,Peterongan,Jombang,Bogor Utara,Bogor,"5,803,100",completed,w2w,740
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,765,300",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,097,700",completed,w2w,694
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"4,869,300",completed,w2w,556
SHP-0002,Gempol,Pasuruan,Gresik,Gresik,"1,508,900",completed,w2w,63.405
SHP-0006,Cikarang Barat,Bekasi,Pulo Gadung,Jakarta Timur,"1,726,600",completed,mt,37
SHP-0006,Cikarang Barat,Bekasi,Bekasi Timur,Bekasi,"885,000",completed,mt,16
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"608,900",completed,mt,13
SHP-0006,Cikarang Barat,Bekasi,Pulo Gadung,Jakarta Timur,"2,033,700",completed,mt,37
SHP-0006,Cikarang Barat,Bekasi,Bekasi Timur,Bekasi,"711,800",completed,mt,16
SHP-0006,Cikarang Barat,Bekasi,Bekasi Timur,Bekasi,"727,000",completed,mt,16
SHP-0006,Cikarang Barat,Bekasi,Tanah Sereal,Bogor,"2,674,000",completed,mt,70
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"417,300",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Pulo Gadung,Jakarta Timur,"1,722,600",completed,mt,37
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"513,600",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Koja,Jakarta Utara,"2,050,500",completed,mt,38
SHP-0004,Jebres,Surakarta,Medan Satria,Bekasi,"5,508,200",completed,gt,522
SHP-0068,Cileungsi,Bogor,Koja,Jakarta Utara,"2,273,500",completed,w2w,41
SHP-0068,Cileungsi,Bogor,Koja,Jakarta Utara,"2,279,400",completed,w2w,41
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,478,300",completed,gt,518
SHP-0015,Cilincing,Jakarta Utara,Cengkareng,Jakarta Barat,"1,541,300",completed,gt,33
SHP-0019,Curug,Tangerang,Medan Satria,Bekasi,"1,929,500",completed,w2w,67
SHP-0003,Klari,Karawang,Panyileukan,Bandung,"2,937,100",completed,gt,104
SHP-0022,Cikande,Serang,Regol,Bandung,"3,698,000",completed,gt,216
SHP-0022,Tarumajaya,Bekasi,Penjaringan,Jakarta Utara,"1,599,800",completed,gt,30
SHP-0003,Klari,Karawang,Sukabumi,Sukabumi,"3,284,200",completed,gt,156
SHP-0022,Tarumajaya,Bekasi,Pondok Aren,Tangerang Selatan,"2,687,300",completed,gt,69
SHP-0027,Mojosari,Mojokerto,Rawalumbu,Bekasi,"6,795,800",completed,w2w,731
SHP-0038,Peterongan,Jombang,Ujung Berung,Bandung,"5,680,200",completed,w2w,723.555
SHP-0036,Cibitung,Bekasi,Magelang Selatan,Magelang,"5,324,000",completed,gt,486
SHP-0036,Cibitung,Bekasi,Genuk,Semarang,"4,917,600",completed,gt,425
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"3,579,700",completed,w2w,445
SHP-0022,Prigen,Pasuruan,Cikande,Serang,"7,223,500",completed,w2w,877
SHP-0009,Ngajung (Ngajum),Malang,Denpasar Barat,Denpasar,"6,788,700",completed,w2w,462
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"7,264,700",completed,w2w,812
SHP-0002,Gempol,Pasuruan,Gresik,Gresik,"1,696,600",completed,w2w,63.405
SHP-0038,Peterongan,Jombang,Mangkubumi,Tasikmalaya,"6,031,400",completed,w2w,606
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,047,300",completed,w2w,445
SHP-0017,Cikupa,Tangerang,Buahbatu (Margacinta),Bandung,"3,103,800",completed,w2w,194
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,847,100",completed,w2w,814
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,518,900",completed,w2w,694
SHP-0039,Masaran,Sragen,Cikarang,Bekasi,"4,983,100",completed,w2w,507.909
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,750,900",completed,w2w,76
SHP-0027,Mojosari,Mojokerto,Cikarang Barat,Bekasi,"6,727,900",completed,w2w,722
SHP-0018,Polanharjo,Klaten,Asemrowo,Surabaya,"4,099,000",completed,w2w,287.545
SHP-0009,Driyorejo,Gresik,Benda,Tangerang,"4,555,000",completed,w2w,788
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,668,100",completed,w2w,549
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,129,300",completed,w2w,764
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"4,312,300",completed,w2w,445
SHP-0036,Cibitung,Bekasi,Tirto,Pekalongan,"4,352,300",completed,gt,327.219
SHP-0022,Prigen,Pasuruan,Semarang Barat,Semarang,"4,721,200",completed,w2w,390
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,110,300",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,778,300",completed,w2w,76
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,104,400",completed,w2w,764
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,755,000",completed,w2w,76
SHP-0036,Cibitung,Bekasi,Klaten Tengah,Klaten,"5,435,500",completed,gt,509.211
SHP-0005,Cikarang Barat,Bekasi,Kelapa Gading,Jakarta Utara,"1,208,900",completed,w2w,42
SHP-0027,Telukjambe Barat,Karawang,Gununganyar,Surabaya,"5,726,600",completed,w2w,728
SHP-0009,Ngaliyan,Semarang,Karawaci,Tangerang,"5,147,100",completed,w2w,458
SHP-0022,Cikande,Serang,Penjaringan,Jakarta Utara,"2,667,800",completed,gt,68.252
SHP-0019,Medan Satria,Bekasi,Rawalumbu,Bekasi,"1,699,300",completed,w2w,14
SHP-0019,Medan Satria,Bekasi,Rawalumbu,Bekasi,"1,704,000",completed,w2w,14
SHP-0022,Cikande,Serang,Tarumajaya,Bekasi,"2,897,400",completed,gt,94
SHP-0022,Cikande,Serang,Karawaci,Tangerang,"2,317,400",completed,gt,42
SHP-0022,Cikande,Serang,Penjaringan,Jakarta Utara,"2,260,100",completed,gt,68.252
SHP-0003,Klari,Karawang,Kramat Mulya,Kuningan,"3,454,800",completed,gt,178.603
SHP-0015,Cilincing,Jakarta Utara,Jagakarsa,Jakarta Selatan,"2,114,900",completed,gt,45
SHP-0063,Tarumajaya,Bekasi,Sidoarjo,Sidoarjo,"7,109,800",completed,w2w,789
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"438,700",completed,mt,0
SHP-0063,Tarumajaya,Bekasi,Ngaliyan,Semarang,"5,008,100",completed,w2w,436
SHP-0006,Cikarang Barat,Bekasi,Pulo Gadung,Jakarta Timur,"1,996,200",completed,mt,37
SHP-0006,Cikarang Barat,Bekasi,Tambelang,Bekasi,"1,246,000",completed,mt,22.828
SHP-0006,Cikarang Barat,Bekasi,Bekasi Selatan,Bekasi,"800,000",completed,mt,18
SHP-0006,Cikarang Barat,Bekasi,Pulo Gadung,Jakarta Timur,"1,705,000",completed,mt,37
SHP-0006,Cikarang Barat,Bekasi,Parung,Bogor,"2,223,500",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Parung,Bogor,"2,625,300",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Pulo Gadung,Jakarta Timur,"1,713,600",completed,mt,37
SHP-0006,Cikarang Barat,Bekasi,Bekasi Barat,Bekasi,"1,208,800",completed,mt,22
SHP-0006,Cikarang Barat,Bekasi,Cibinong,Bogor,"2,650,700",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Pulo Gadung,Jakarta Timur,"1,696,900",completed,mt,37
SHP-0006,Cikarang Barat,Bekasi,Tambelang,Bekasi,"1,089,600",completed,mt,22.828
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"522,500",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"499,800",completed,mt,0
SHP-0018,Polanharjo,Klaten,Pemalang,Pemalang,"3,131,700",completed,w2w,212.035
SHP-0018,Polanharjo,Klaten,Lasem,Rembang,"3,777,000",completed,w2w,229.805
SHP-0018,Polanharjo,Klaten,Cilacap Tengah,Cilacap,"3,843,000",completed,w2w,243.079
SHP-0009,Ngajung (Ngajum),Malang,Gunung Putri,Bogor,"7,584,200",completed,w2w,868
SHP-0018,Polanharjo,Klaten,Pemalang,Pemalang,"3,645,900",completed,w2w,212.035
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,066,400",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,052,200",completed,w2w,777
SHP-0067,Cidahu,Sukabumi,Tenggilis Mejoyo,Surabaya,"7,449,800",completed,w2w,837.971
SHP-0023,Klari,Karawang,Taman,Sidoarjo,"6,661,800",completed,gt,715
SHP-0038,Batuceper,Tangerang,Pandaan,Pasuruan,"7,419,300",completed,w2w,840
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"6,495,100",completed,w2w,847
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"5,733,800",completed,w2w,556
SHP-0046,Semarang Barat,Semarang,Cikarang Barat,Bekasi,"4,809,500",completed,w2w,402
SHP-0014,Rungkut,Surabaya,Sumber Sari,Jember,"2,604,900",completed,w2w,202
SHP-0022,Tarumajaya,Bekasi,Regol,Bandung,"3,320,700",completed,gt,161
SHP-0022,Cikande,Serang,Tarumajaya,Bekasi,"2,447,700",completed,gt,94
SHP-0022,Tarumajaya,Bekasi,Karawaci,Tangerang,"2,628,000",completed,gt,63
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,556,600",completed,w2w,848.499
SHP-0003,Klari,Karawang,Rawalumbu,Bekasi,"1,778,900",completed,gt,53
SHP-0003,Klari,Karawang,Cibogo,Subang,"2,665,400",completed,gt,65
SHP-0044,Balaraja,Tangerang,Gempol,Pasuruan,"7,473,300",completed,w2w,846
SHP-0002,Ciawi,Bogor,Pandaan,Pasuruan,"7,550,400",completed,w2w,848.499
SHP-0003,Klari,Karawang,Cakung,Jakarta Timur,"1,996,300",completed,gt,67
SHP-0069,Curug,Tangerang,Medan Satria,Bekasi,"1,907,100",completed,w2w,67
SHP-0044,Balaraja,Tangerang,Gempol,Pasuruan,"7,479,600",completed,w2w,846
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,379,500",completed,w2w,73.162
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,775,700",completed,w2w,73.162
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,781,700",completed,w2w,73.162
SHP-0063,Tarumajaya,Bekasi,Sidoarjo,Sidoarjo,"6,041,800",completed,w2w,789
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"6,066,900",completed,w2w,794
SHP-0004,Jebres,Surakarta,Medan Satria,Bekasi,"4,694,500",completed,gt,522
SHP-0004,Jaten,Karanganyar,Dayeuhkolot,Bandung,"5,650,700",completed,gt,542
SHP-0003,Klari,Karawang,Kedawung,Cirebon,"3,255,300",completed,gt,150
SHP-0069,Curug,Tangerang,Medan Satria,Bekasi,"1,928,000",completed,w2w,67
SHP-0017,Cikarang Utara,Bekasi,Serengan,Surakarta,"5,508,600",completed,w2w,498.398
SHP-0003,Klari,Karawang,Pagedangan,Tangerang,"2,986,100",completed,gt,108
SHP-0003,Klari,Karawang,Cimahi Selatan,Cimahi,"2,768,900",completed,gt,81
SHP-0002,Ciawi,Bogor,Cikarang Barat,Bekasi,"2,769,200",completed,w2w,73.162
SHP-0018,Polanharjo,Klaten,Asemrowo,Surabaya,"4,136,300",completed,w2w,287.545
SHP-0003,Klari,Karawang,Sukabumi,Sukabumi,"3,299,900",completed,gt,156
SHP-0044,Balaraja,Tangerang,Ngoro,Mojokerto,"6,156,100",completed,w2w,812
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,117,400",completed,w2w,694
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,106,400",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,750,700",completed,w2w,76
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,822,800",completed,w2w,764
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,768,700",completed,w2w,76
SHP-0022,Prigen,Pasuruan,Cikande,Serang,"7,651,900",completed,w2w,877
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,123,700",completed,w2w,694
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"4,308,100",completed,w2w,445
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,108,000",completed,w2w,694
SHP-0027,Mojosari,Mojokerto,Cikarang Barat,Bekasi,"5,705,100",completed,w2w,722
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"4,914,200",completed,w2w,764
SHP-0038,Peterongan,Jombang,Cisaat,Sukabumi,"6,087,600",completed,w2w,799.395
SHP-0002,Blimbing,Malang,Cimanggung,Sumedang,"6,860,100",completed,w2w,745
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,595,800",completed,w2w,76
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"5,508,400",completed,w2w,802
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,779,000",completed,w2w,76
SHP-0038,Peterongan,Jombang,Ujung Berung,Bandung,"6,683,100",completed,w2w,723.555
SHP-0010,Pungging,Mojokerto,Tarumajaya,Bekasi,"6,917,100",completed,w2w,755
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,050,400",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,070,400",completed,w2w,777
SHP-0017,Benda,Tangerang,Cikarang Utara,Bekasi,"1,942,800",completed,w2w,74
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,773,500",completed,w2w,76
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,195,400",completed,w2w,764
SHP-0027,Mojosari,Mojokerto,Cikarang Barat,Bekasi,"6,731,800",completed,w2w,722
SHP-0002,Gresik,Gresik,Cikarang Barat,Bekasi,"5,098,500",completed,w2w,764
SHP-0009,Pungging,Mojokerto,Cikarang Utara,Bekasi,"6,714,800",completed,w2w,724
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"7,293,200",completed,w2w,814
SHP-0022,Prigen,Pasuruan,Kemang,Bogor,"7,512,700",completed,w2w,854
SHP-0018,Polanharjo,Klaten,Pemalang,Pemalang,"3,655,200",completed,w2w,212.035
SHP-0018,Polanharjo,Klaten,Pemalang,Pemalang,"3,094,800",completed,w2w,212.035
SHP-0018,Polanharjo,Klaten,Lasem,Rembang,"3,785,100",completed,w2w,229.805
SHP-0009,Ngaliyan,Semarang,Karawaci,Tangerang,"5,142,500",completed,w2w,458
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"698,800",completed,mt,13
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"449,400",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"500,800",completed,mt,0
SHP-0022,Cikande,Serang,Regol,Bandung,"3,113,100",completed,gt,216
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"516,200",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"705,700",completed,mt,13
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"517,400",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Tanjung Priok,Jakarta Utara,"1,411,300",completed,mt,44
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"623,600",completed,mt,13
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"597,700",completed,mt,13
SHP-0046,Ngaliyan,Semarang,Karawaci,Tangerang,"5,142,100",completed,w2w,458
SHP-0023,Klari,Karawang,Bubutan,Surabaya,"5,720,500",completed,gt,723
SHP-0063,Tarumajaya,Bekasi,Ngaliyan,Semarang,"4,263,100",completed,w2w,436
SHP-0060,Caringin,Bogor,Tenggilis Mejoyo,Surabaya,"6,184,600",completed,w2w,818
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"486,800",completed,mt,0
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"4,874,500",completed,w2w,556
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"4,849,200",completed,w2w,556
SHP-0038,Batuceper,Tangerang,Tenggilis Mejoyo,Surabaya,"6,781,000",completed,w2w,803
SHP-0018,Polanharjo,Klaten,Asemrowo,Surabaya,"3,494,900",completed,w2w,287.545
SHP-0037,Prambanan,Sleman,Medan Satria,Bekasi,"5,633,800",completed,w2w,542
SHP-0022,Tarumajaya,Bekasi,Regol,Bandung,"3,323,900",completed,gt,161
SHP-0037,Prambanan,Sleman,Medan Satria,Bekasi,"4,781,600",completed,w2w,542
SHP-0044,Balaraja,Tangerang,Ngoro,Mojokerto,"7,264,900",completed,w2w,812
SHP-0069,Curug,Tangerang,Medan Satria,Bekasi,"1,917,500",completed,mt,67
SHP-0069,Curug,Tangerang,Medan Satria,Bekasi,"1,925,400",completed,mt,67
SHP-0068,Cileungsi,Bogor,Buduran,Sidoarjo,"8,194,000",completed,gt,771
SHP-0069,Curug,Tangerang,Medan Satria,Bekasi,"1,889,200",completed,mt,67
SHP-0018,Polanharjo,Klaten,Pemalang,Pemalang,"3,688,000",completed,w2w,212.035
SHP-0003,Klari,Karawang,Ciamis,Ciamis,"3,071,500",completed,gt,205
SHP-0068,Cileungsi,Bogor,Buduran,Sidoarjo,"8,200,200",completed,gt,771
SHP-0003,Klari,Karawang,Garut Kota,Garut,"3,302,100",completed,gt,155
SHP-0018,Polanharjo,Klaten,Pemalang,Pemalang,"3,659,200",completed,w2w,212.035
SHP-0022,Tarumajaya,Bekasi,Karawaci,Tangerang,"2,627,800",completed,gt,63
SHP-0068,Cileungsi,Bogor,Buduran,Sidoarjo,"7,502,600",completed,gt,771
